name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
97 Chestnut Road Doveton VIC 3177,$390 per week,"[-37.988053, 145.2352644]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.7 km away', '2.5 km away', '16.7 km away']"
714 Barkly Street West Footscray VIC 3012,$420,"[-37.7957756, 144.8666543]","['3 Beds', '1 Bath', '2 Parking']","This gorgeous property is an ideal property for everyone who works in the city. At the entry leading into the hallway, it comprises a formal lounge room, three good size bedrooms, with floating flooring throughout the floor plan, kitchen with gas appliances, usual bathroom and a low maintenance rear back yard with large storage space. This is perfectly located right on the reputable main Barkly","Tuesday, 20th September 2022",House,"['0.8 km away', '2 km away', '2.5 km away']"
11/2 Ravens Grove St Kilda East VIC 3183,$525 per week,"[-37.8628358, 144.9981291]","['3 Beds', '1 Bath', '1 Parking']","This spacious 3 bedroom apartment is sure to impress with timber flooring, modern touches, ducted heating and natural light throughout. ","Tuesday, 15th November 2022",Apartment / Unit / Flat,"['0.7 km away', '2.4 km away', '5.7 km away']"
9/15 Hillcrest Drive Westmeadows VIC 3049,$470PW | $2042PCM,"[-37.6808002, 144.8812448]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['0.9 km away', '1.3 km away']"
5 Waratah Street Doveton VIC 3177,$400 per week,"[-37.9872192, 145.2424591]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '2.3 km away', '17.2 km away']"
27 Springhall Parade Pascoe Vale South VIC 3044,$430.00,"[-37.7444095, 144.9434391]","['3 Beds', '1 Bath', '3 Parking']","This freshly painted and updated Californian Bungalow comprises of two bedrooms with the offering of a living that can be turned into a third bedroom. The properties location is in close proximity to the tram on Melville Rd, schools, shops and transport, only minutes to the CBD via CityLink.
- Two bedrooms with built-in robes
- Third bedroom/Living area
- Spacious kitchen with gas appliances","Friday, 23rd September 2022",House,"['0.5 km away', '1.7 km away']"
120 Elizabeth Street Coburg North VIC 3058,$450 per week,"[-37.7307495, 144.9839775]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.1 km away', '1.5 km away', '3.7 km away']"
1/2 Cunningham Place Oakleigh South VIC 3167,$460.00,"[-37.9418707, 145.0945478]","['3 Beds', '2 Baths', '2 Parking']",James Drakopoulos,"Saturday, 8th October 2022",Apartment / Unit / Flat,"['1.8 km away', '2.2 km away', '3.3 km away']"
1 Takeoff Street Diggers Rest VIC 3427,$395,"[-37.6202906, 144.697905]","['3 Beds', '2 Baths', '4 Parking']",The beautiful brand new home has just been completed and its looking for its first family.,Available Now,House,"['1 km away', '4.1 km away']"
14A David Street Hampton VIC 3188,"$1,100.00","[-37.9426902, 145.0132125]","['3 Beds', '3 Baths', '2 Parking']","Architect designed, near new 4 bedroom townhouse in sought after beachside location. Downstairs accommodation comprises wide glazed entry leading to spacious open plan living/dining and kitchen with floor to ceiling windows and doors opening to wrap around deck and landscaped native garden. The slick well equipped kitchen is fitted with top of the range stainless steel Ilve appliances and ample","Tuesday, 4th October 2022",House,"['0.7 km away', '1.8 km away', '4.6 km away']"
Unit 1/1 Meadowbank Street Glenroy VIC 3046,$475 per week,"[-37.7019893, 144.9537627]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 26th September 2022",Townhouse,"['0.9 km away', '1.6 km away', '2.4 km away']"
14 Carmen Court Hampton Park VIC 3976,$430 Per Week,"[-38.0430207, 145.2804653]","['3 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 11th October 2022",House,"['0.5 km away', '14.8 km away', '23.1 km away']"
26 Park Street Northcote VIC 3070,$895 PW / $3889 PCM,"[-37.77478079999999, 144.9932191]","['3 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['0.3 km away', '0.5 km away', '1.3 km away']"
2/55 Wanda Rd Caulfield North VIC 3161,$700 weekly,"[-37.867261, 145.0198444]","['3 Beds', '2 Baths', '2 Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.6 km away', '7.6 km away']"
55 Cabernet Drive Somerville VIC 3912,$525 pw,"[-38.2314282, 145.1670981]","['3 Beds', '2 Baths', '2 Parking']","Live in style in this luxury townhouse. Situated in the heart of the Norfolk Rise Estate, this townhouse is one not to miss. Comprising of 3 bedrooms including built in robes, master bedroom with walk in robe and full ensuite featuring double basins. ","Friday, 14th October 2022",House,"['0.2 km away', '0.5 km away', '9.4 km away']"
18 Brunswick Crescent Craigieburn VIC 3064,$420,"[-37.5932845, 144.9179367]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '1.5 km away']"
8 Sully Court Diggers Rest VIC 3427,$490,"[-37.6187944, 144.7062588]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 3rd October 2022",House,"['0.5 km away', '3.9 km away']"
31 Stymie Street Kingsbury VIC 3083,$500.00,"[-37.715729, 145.029773]","['3 Beds', '2 Baths', '2 Parking']",**BOOK INSPECTION ONLINE**,"Wednesday, 5th October 2022",House,"['0.7 km away', '0.7 km away']"
2/26 Wright St Essendon VIC 3040,$520.00,"[-37.7446765, 144.9187537]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 18th October 2022",Townhouse,"['1 km away', '1.1 km away', '8.3 km away']"
14 Barrett Street Albert Park VIC 3206,$900.00,"[-37.8436584, 144.9484825]","['3 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.1 km away', '0.4 km away', '1 km away']"
2/389 South Road Brighton East VIC 3187,$650 per week,"[-37.93204, 145.030364]","['3 Beds', '2 Baths', '6 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['1.4 km away', '1.6 km away', '2.9 km away']"
6/2 Tattenham Street Caulfield East VIC 3145,$395,"[-37.8828991, 145.047808]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 1st October 2022",Apartment / Unit / Flat,"['0.9 km away', '1.1 km away', '5 km away']"
82 Lake View Drive Narre Warren South VIC 3805,$370 Per Week,"[-38.0455781, 145.2916504]","['3 Beds', '1 Bath', '1 Parking']",This three-bedroom home is centrally located in Narre Warren South and would make the perfect home for the smaller family or those looking to downsize. All three bedrooms have built in robes. The well-lit kitchen comes with gas cooking and adjoins the tiled meals area that is completed with a split system for those warmer months. The carpeted lounge room provides a bright and cosy retreat,"Friday, 7th October 2022",House,"['0.7 km away', '15.5 km away', '24.1 km away']"
50 Everitt Street Dandenong VIC 3175,$470 per week,"[-37.9919096, 145.201635]","['3 Beds', '2 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.2 km away', '1.5 km away', '9.5 km away']"
16 Brennan Street Melton South VIC 3338,$380 per week,"[-37.7048188, 144.5727688]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '0.6 km away', '2.7 km away']"
21 LARCH STREET Caulfield South VIC 3162,$660,"[-37.8877885, 145.0248363]","['3 Beds', '− 0 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",$2860,House,"['0.4 km away', '1.2 km away', '5.4 km away']"
2 Gordon Grove Northcote VIC 3070,$1100 PW / $4780 PCM,"[-37.775081, 144.990766]","['3 Beds', '3 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",Townhouse,"['0.1 km away', '0.3 km away', '1.3 km away']"
4 Peronne Street Pascoe Vale South VIC 3044,$550pw / $2390pcm,"[-37.7399133, 144.9392885]","['3 Beds', '1 Bath', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 1st October 2022",House,"['0.7 km away', '1.2 km away']"
10 Tranquil Place Thomastown VIC 3074,$400,"[-37.6839641, 144.995371]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '0.8 km away', '2.5 km away']"
12 Derby Street Moonee Ponds VIC 3039,$570.00,"[-37.7640841, 144.9144108]","['3 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '2.4 km away', '7.7 km away']"
28 Ambon Street Preston VIC 3072,$430 Per Week,"[-37.73357230000001, 145.0275272]","['3 Beds', '1 Bath', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '0.7 km away', '1.3 km away']"
10/133 BEMERSYDE DRIVE Berwick VIC 3806,$415,"[-38.059613, 145.344881]","['3 Beds', '1 Bath', '2 Parking']",There is more than meets the eye with this smart three bedroom unit in popular Berwick. Behind the modest brick facade you'll be impressed at the space on offer &amp; clever design in the floor plan! Light filled and well-maintained interiors the real gem is the large undercover sanctuary in rear yard! This well presented three bedroom unit is situated in a quiet area and close to all amenities plus,"Friday, 4th November 2022",Apartment / Unit / Flat,"['0.7 km away', '0.8 km away', '19 km away']"
4 Dearing Avenue Cranbourne VIC 3977,$400 weekly,"[-38.1057761, 145.2751755]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 19th September 2022",House,"['0.3 km away', '1 km away', '10.1 km away']"
2/150 Woods Street Newport VIC 3015,$510,"[-37.8444924, 144.8672989]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",Townhouse,"['0.1 km away', '0.3 km away', '7.3 km away']"
170 The Boulevard Aberfeldie VIC 3040,$900 per week,"[-37.7616899, 144.8904217]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['0.7 km away', '1.6 km away', '5.6 km away']"
24/6 Hensley Road Lalor VIC 3075,$450 per week,"[-37.664077, 145.0111678]","['3 Beds', '2 Baths', '2 Parking']",Angie Vakrinos,"Saturday, 15th October 2022",Townhouse,"['0.5 km away', '0.9 km away', '1.8 km away']"
36 Ash Road Leopold VIC 3224,$370 per week,"[-38.1939926, 144.4677132]","['3 Beds', '1 Bath', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 21st October 2022",House,"['0.8 km away', '6.8 km away']"
1/21 Sandra Avenue Fawkner VIC 3060,$650 per week,"[-37.6959842, 144.9607318]","['3 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '1.2 km away']"
2 Madeleine Place Melton West VIC 3337,$350 Per Week,"[-37.6722388, 144.5557282]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 27th October 2022",House,"['0.4 km away', '1.4 km away', '1.5 km away']"
2 Gill Street Reservoir VIC 3073,$550,"[-37.7125383, 144.9887433]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.1 km away', '1.8 km away', '5.7 km away']"
22 Bamburgh Street Jacana VIC 3047,"$400 PW / $1,738 PCM","[-37.6867758, 144.9131639]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 3rd October 2022",House,"['0.6 km away', '0.7 km away']"
44 Buchan Street Meadow Heights VIC 3048,$400 pw,"[-37.6536563, 144.9213337]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '2.7 km away']"
