name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
82 Grandview Terrace Mount Martha VIC 3934,$600 p/week,"[-38.3029697, 145.0028817]","['4 Beds', '2 Baths', '1 Parking', '2,080m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['3.2 km away', '4.5 km away']"
60 Justin Avenue Glenroy VIC 3046,"$380 PW / $1,651 PCM","[-37.7011699, 144.9348801]","['4 Beds', '1 Bath', '2 Parking', '705m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.8 km away', '0.8 km away', '1.8 km away']"
39 Comer Street Brighton East VIC 3187,$995.00,"[-37.9266675, 145.0126099]","['4 Beds', '2 Baths', '2 Parking']",Elizabeth Lopez,Available Now,House,"['0.9 km away', '1.1 km away', '4.3 km away']"
421 Albion Street Brunswick VIC 3056,$530 per week,"[-37.7588571, 144.9476974]","['4 Beds', '1 Bath', '1 Parking']","This completely refurbished 4 bedroom house in ideal location comprises large separate lounge with split system heating/cooling, central bathroom, extra large bedrooms, kitchen/meals, separate laundry. OSP. Neat front and rear yards.
Features: new floorcoverings throughout, new blinds throughout, freshly painted. 
Shed not included.",Available Now,House,"['0.7 km away', '1.6 km away']"
79 Iris Loop Armstrong Creek VIC 3217,$500 per week,"[-38.2444311, 144.3471229]","['4 Beds', '2 Baths', '2 Parking']","To see open times and book your inspection please click ""request an inspection"" and a quick registration link will be sent to you.
This beautiful, modern home is located minutes away from an array of parks in Armstrong Creek and is only a short drive to some of the best beaches along the coast, as well as the Geelong CBD.","Wednesday, 28th September 2022",House,"['2.1 km away', '2.1 km away']"
4/25 Camden Street Balaclava VIC 3183,$925 per week,"[-37.8671546, 144.9915077]","['4 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 26th September 2022",Apartment / Unit / Flat,"['0.4 km away', '1.8 km away', '5.5 km away']"
24 Tedesco Circuit Williamstown North VIC 3016,$850,"[-37.8554804, 144.8730145]","['4 Beds', '4 Baths', '2 Parking']","Cast your eyes over this magnificent 4 bedroom home and you will feel an immediate sense of style and opulence. Brand new, this stunning multi-level town-home a stone's throw away from all that Williamstown has to offer, parks, local reserves, restaurants, shops and cafes. ",Available Now,House,"['1.1 km away', '1.3 km away', '8.6 km away']"
11 Inglewood Drive Burnside Heights VIC 3023,$ 520 P.W,"[-37.7307673, 144.7581754]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '1.8 km away', '5.7 km away']"
241/538 Little Lonsdale Street Melbourne VIC 3000,"$1,500 per week","[-37.8136966, 144.953207]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['1.9 km away']
5 Yewers Avenue Mount Eliza VIC 3930,$620 Per Week,"[-38.2033908, 145.0797263]","['4 Beds', '2 Baths', '2 Parking']","This lovely brick veneer home is available for lease. Consisting of timber floors, lounge/dining, a family room adjoining the modern kitchen and a Coonara wood heater keeps the home warm and toasty. With solar panels, double glazing, and double remote garage - the list goes on! Outside is a fabulous decked alfresco area, with clear roll-down blinds making this a year-round entertainment area","Friday, 23rd September 2022",House,"['1.4 km away', '1.9 km away', '9.6 km away']"
7 Horsley Street Thornhill Park VIC 3335,Enquire Now for more information,"[-37.7086099, 144.6241692]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['5 km away', '5.8 km away']"
76 Damask Drive Tarneit VIC 3029,$500.00,"[-37.8396561, 144.6935465]","['4 Beds', '2 Baths', '2 Parking']","This delightful home is perfectly built on a big block and has plenty to offer-
- Super attractive master with ensuite and walk in robe
- 3 Bedrooms with Build in robes
- Exciting living and entertaining options abound with stylish formal lounge 
- Open plan living/dining at the heart of the home leading to a Resort style backyard with a Bali hut and covered outdoor area 
- Modern and spacious","Friday, 30th September 2022",House,"['0.3 km away', '1.4 km away', '2.2 km away']"
32 Coronado Avenue Craigieburn VIC 3064,$465 Per Week,"[-37.5787568, 144.8995672]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 7th October 2022",House,"['0.7 km away', '2.1 km away']"
52 Sargood Street Hampton VIC 3188,"$1,800 per week","[-37.9427326, 145.0114045]","['4 Beds', '3 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '1.9 km away', '4.8 km away']"
27 Hawthorn Road Northcote VIC 3070,$950.00,"[-37.7707631, 144.9934343]","['4 Beds', '1 Bath', '− Parking']",Alicia Cannizzaro,"Thursday, 6th October 2022",House,"['0.3 km away', '0.5 km away', '0.9 km away']"
8 Winmalee Drive Glen Waverley VIC 3150,$550 pw,"[-37.8960012, 145.1553255]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '1 km away', '14.5 km away']"
12 Gurner Street St Kilda VIC 3182,"$1,600.00","[-37.8615448, 144.980653]","['4 Beds', '2 Baths', '1 Parking']","Mesmerising inside and out with an idyllic and effortless blend of heart-warming 1890s charm and captivating contemporary class, this utterly spectacular 4 bedroom, 2 bathroom renovated double fronted Hawthorn brick Victorian sets a high standard for single level living in the most picturesque of St Kilda streets.",Available Now,House,"['0.4 km away', '2.3 km away', '4.4 km away']"
10 Landsby Dr Avondale Heights VIC 3034,$550 per week,"[-37.7648986, 144.860748]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '1.7 km away', '1.9 km away']"
12 Sukarna Court Doreen VIC 3754,$520.00 per week,"[-37.609825, 145.1085961]","['4 Beds', '2 Baths', '2 Parking']","With spacious interiors and a free flowing floor plan, this home is bound to impress. Court location is exceptional with the convenience of cafes, schools, parks, bus services and Mernda train station within close proximity, as well as Hazel Glen College and Laurimar Town Centre only a short drive away. The spacious master bedroom includes a walk-in robe and ensuite, complemented by three further",Available Now,House,"['1.7 km away', '1.8 km away']"
30 Mat Rush Avenue Bundoora VIC 3083,$530 pw,"[-37.68303179999999, 145.0510817]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['1.6 km away', '2.2 km away', '3.6 km away']"
2/53 Tristana Street Doveton VIC 3177,$495,"[-37.9908884, 145.2423862]","['4 Beds', '1 Bath', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '2.1 km away', '17.4 km away']"
24 Euston Road Hughesdale VIC 3166,$550,"[-37.8943242, 145.0795109]","['4 Beds', '2 Baths', '3 Parking']",Joseph Chatziconstantis,Available Now,House,"['0.8 km away', '3.2 km away', '3.9 km away']"
22 Ferndale Drive Frankston VIC 3199,CONTACT AGENT,"[-38.156936, 145.1642087]","['4 Beds', '2 Baths', '2 Parking']","Freshly painted and new carpets throughout ! Well presented family home is the perfect size. Featuring 4 bedrooms, master with renovated ensuite and walk in robe, 3 other bedrooms include 2 built in robes, open plan family and dining area. Updated bathroom with separate toilet, Ducted heating and split system air conditioning. Fully fenced and enclosed rear garden. Double carport with additional",Available Now,House,"['1.1 km away', '1.2 km away', '1.2 km away']"
55 Durrant Street Brighton VIC 3186,$1200 pw,"[-37.9109577, 145.0056098]","['4 Beds', '2 Baths', '2 Parking']",Artem Chereshkov,"Tuesday, 20th September 2022",House,"['0.3 km away', '1.6 km away', '5.3 km away']"
87 Mimosa Road Carnegie VIC 3163,"$1,200","[-37.8870049, 145.0524284]","['4 Beds', '2 Baths', '3 Parking']",An exquisite and grand home located in this desirable location near Carnegie and Chadstone Shopping Centre. This 4 bedroom home is beautifully presented and is a must on your inspection list. ,Available Now,House,"['0.5 km away', '1.3 km away', '4.5 km away']"
1/12 Cole Crescent Chadstone VIC 3148,$795.00,"[-37.8873931, 145.0908422]","['4 Beds', '2 Baths', '1 Parking']",Jasmine Palioportas,Available Now,Townhouse,"['0.8 km away', '2.8 km away', '5 km away']"
11 Davies Street Newport VIC 3015,$750 per week,"[-37.8454775, 144.8871978]","['4 Beds', '2 Baths', '4 Parking']","* Double fronted weatherboard family home on a corner block
* Two great size bedrooms with built-in-robes and ornate fireplaces, plus home office/study
* A further two large bedrooms upstairs share a bathroom and sitting/play area
* Bright central bathroom with bath and separate shower, plus powder room
* Separate laundry with ample cupboard space
* Light-filled kitchen and meals area
* Separate","Friday, 23rd September 2022",House,"['1.1 km away', '1.4 km away', '7.8 km away']"
53 Hambleton Street Albert Park VIC 3206,"$1,450.00","[-37.8459438, 144.9584503]","['4 Beds', '2 Baths', '− Parking', '188m² ']",Amy Wang,Available Now,House,"['0.2 km away', '1 km away', '1.8 km away']"
187 Sanctuary Lakes South Boulevard Sanctuary Lakes VIC 3030,$600 pw,"[-37.9032614, 144.7731977]","['4 Beds', '2 Baths', '2 Parking', '530m² ']","Reliance Real Estate proudly presents 187 Sanctuary Lakes South Boulevard.
This home will surely impress you with its style and location, with breathtaking water views and impeccably presented, it redefines quality resort living. ",Available Now,House,"['1 km away', '2.6 km away', '3.3 km away']"
90 Shepherd Rd Glen Waverley VIC 3150,$630 weekly,"[-37.8847917, 145.1880815]","['4 Beds', '2 Baths', '2 Parking', '652m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['0.9 km away', '2.3 km away', '3.8 km away']"
45 Ruthven Street Sunbury VIC 3429,$450 weekly,"[-37.5701532, 144.7244497]","['4 Beds', '2 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 22nd September 2022",House,"['0.6 km away', '0.6 km away']"
114 Roxburgh Park Drive Roxburgh Park VIC 3064,$480 per week,"[-37.6332231, 144.9201727]","['4 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '0.9 km away']"
23 Messina Crescent Point Cook VIC 3030,$500,"[-37.8874423, 144.7401309]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,['0.6 km away']
59 Carina Drive Melton VIC 3337,$360,"[-37.6832627, 144.5698571]","['4 Beds', '2 Baths', '2 Parking']","This Newly Renovated Home positioned in the most ideal location, walking distance to Woodgrove Shopping Centre, Public Transport, Schools, Medical Centres and more!",Available Now,House,"['0.3 km away', '0.3 km away', '0.6 km away']"
3/52 Bear Street Mordialloc VIC 3195,$650.00,"[-38.0047134, 145.0948443]","['4 Beds', '2 Baths', '1 Parking']","INSPECTING IS EASY - Simply scroll down the page to the 'INSPECTIONS' subheading and click 'REQUEST A TIME' to book a date and time or submit your enquiry. Please ensure you register your details prior to attending the inspection. Once registered, we can keep you updated with available inspections times and any changes or cancellations. So don't miss out, book an inspection today!","Monday, 3rd October 2022",Townhouse,"['0.5 km away', '1 km away', '1.7 km away']"
45 Kirkstone Road Point Cook VIC 3030,$480.00 per week,"[-37.8924763, 144.7512661]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '1.1 km away', '1.7 km away']"
98 Chapman Drive Wyndham Vale VIC 3024,$400.00,"[-37.8772342, 144.6269987]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 22nd September 2022",House,['2.2 km away']
4 Ceremony Drive Tarneit VIC 3029,$450,"[-37.8274276, 144.6695652]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['1 km away', '1.1 km away', '1.4 km away']"
45 Ionica loop Truganina VIC 3029,$450,"[-37.8246881, 144.7493013]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['3.1 km away', '6.2 km away']"
29 Ragusa Terrace Mernda VIC 3754,$400 weekly,"[-37.6040056, 145.0739437]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 1st October 2022",House,"['1.2 km away', '8.7 km away']"
5 Verbena Drive Point Cook VIC 3030,$410 pw,"[-37.8868282, 144.7319145]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.1 km away', '0.9 km away']"
1/12 Streldon Avenue Strathmore VIC 3041,$600 Per Week,"[-37.7238543, 144.9111646]","['4 Beds', '2 Baths', '1 Parking']","This exciting home showcases three double bedrooms plus downstairs separate study (Master with WIRs &amp; ensuite), stone bench kitchens with soft close drawers, quality stainless steel appliances, stylish main bathrooms, separate powder room and spacious living/dining areas opening to landscaped rear yards. Add to this is separate front lounge, ducted heating &amp; ducted cooling, high ceilings, timber",Available Now,Townhouse,"['0.3 km away', '2 km away', '2.2 km away']"
3 Trinity Drive Langwarrin VIC 3910,$640 pw,"[-38.1569171, 145.1897207]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['0.3 km away', '0.4 km away', '2.3 km away']"
15 Lilac Street Bentleigh East VIC 3165,$615,"[-37.9194383, 145.0569391]","['4 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '0.9 km away', '1 km away']"
55 Bourke Crescent Hoppers Crossing VIC 3029,$410 per week,"[-37.8695029, 144.6851204]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 11th October 2022",House,"['0.9 km away', '0.9 km away']"
16 Keppel Way Point Cook VIC 3030,$460,"[-37.9087974, 144.7356043]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['0.5 km away', '2.9 km away']"
38 Caucasus Street Truganina VIC 3029,$450,"[-37.7621529, 144.6949803]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['4.1 km away', '5.3 km away']"
3 Marlin Crescent Point Cook VIC 3030,$450,"[-37.91005140000001, 144.7362907]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",House,"['0.5 km away', '2.8 km away']"
6 Eskdale Court Mornington VIC 3931,$660 per week,"[-38.24290149999999, 145.0598249]","['4 Beds', '2 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '2.7 km away', '15.5 km away']"
42 Littlecroft Avenue Narre Warren South VIC 3805,$720 per week,"[-38.0649037, 145.3038521]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 21st September 2022",House,"['0.3 km away', '1.1 km away', '15.4 km away']"
90 Oakdean Boulevard Ocean Grove VIC 3226,$650,"[-38.2506989, 144.5552722]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.7 km away', '6.6 km away']"
4 Coolbinia Avenue Werribee VIC 3030,$400,"[-37.9002468, 144.599559]","['4 Beds', '2 Baths', '2 Parking', '391.99m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 19th September 2022",House,"['1.1 km away', '2.9 km away']"
35 Delias Road Tarneit VIC 3029,$440,"[-37.848672, 144.6559893]","['4 Beds', '2 Baths', '2 Parking']","Bloom Estate Agents proudly present this fantastic opportunity to lease what is truly the definition of prime real estate in one of Melbourne's most sought after suburb.
35 Delias Rd, TARNEIT. Situated in the heart of Claremont Park Estate and close proximity to schools, Tarneit West Train station, a number of Primary/Secondary schools including Tarneit Rise Primary School, Davis Creek School","Wednesday, 12th October 2022",House,"['0.9 km away', '2 km away']"
15 Forum Way Point Cook VIC 3030,$650,"[-37.9156799, 144.7847671]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 23rd September 2022",House,"['1.5 km away', '1.5 km away', '3.9 km away']"
