name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
2/36 Bonview Road Malvern VIC 3144,$420 per week,"[-37.85314169999999, 145.0377079]","['1 Bed', '1 Bath', '1 Parking']",Leasing Team,"Tuesday, 18th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.6 km away', '8.4 km away']"
5503/7 Riverside Quay Southbank VIC 3006,$600 per week,"[-37.8213341, 144.9646982]","['1 Bed', '1 Bath', '1 Parking']","Immaculately presented, 1 bedroom designer apartment with timber floor covering throughout! Eureka Tower is a true rarity, located between Southgate entertainment precinct and Crown casino complex.","Tuesday, 11th October 2022",Apartment / Unit / Flat,"['1.3 km away', '2.6 km away', '3.1 km away']"
4/1 Rothesay Avenue Elwood VIC 3184,$660 Per Week,"[-37.8795557, 144.989855]","['3 Beds', '1 Bath', '1 Parking']",Joe Anderson,"Tuesday, 1st November 2022",Apartment / Unit / Flat,"['0.3 km away', '0.5 km away', '6.3 km away']"
32 Moore Street South Yarra VIC 3141,$700 per week,"[-37.844619, 144.9892275]","['2 Beds', '1 Bath', '− Parking']",Mary Khudhur,Available Now,House,"['0.5 km away', '0.8 km away', '3.2 km away']"
2/2 Thistle Grove Highett VIC 3190,$415.00,"[-37.9504613, 145.0421422]","['2 Beds', '1 Bath', '1 Parking']",Stephanie Lindner,"Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.9 km away', '1.8 km away', '3.2 km away']"
210 51-59 Thistlethwaite Street South Melbourne VIC 3205,$400 per week,"[-37.8313988, 144.9522424]","['1 Bed', '1 Bath', '− Parking']",Mary Khudhur,Available Now,Apartment / Unit / Flat,"['0.3 km away', '1.1 km away', '4.6 km away']"
5/100 Rowena Parade Richmond VIC 3121,$340 per week,"[-37.82131, 144.9951989]","['1 Bed', '1 Bath', '1 Parking']",Guy Fredman,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.8 km away', '0.8 km away', '0.9 km away']"
909/22-24 Jane Bell Lane Melbourne VIC 3000,$600.00 per week,"[-37.8102205, 144.9662652]","['2 Beds', '1 Bath', '1 Parking']",Barbara Baltas,Available Now,Apartment / Unit / Flat,"['1 km away', '1.7 km away']"
13/401 Alma Rd Caulfield North VIC 3161,$340 weekly,"[-37.8661333, 145.0246654]","['2 Beds', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['0.7 km away', '2.5 km away', '7.5 km away']"
108/1298-1302 GlenHuntly Road Carnegie VIC 3163,$490,"[-37.8907955, 145.0513617]","['2 Beds', '1 Bath', '1 Parking']",Nigel Chee,"Friday, 18th November 2022",House,"['0.3 km away', '1.3 km away', '4.1 km away']"
1602 6 Joseph Road Footscray VIC 3011,$480 per week,"[-37.7992633, 144.9096812]","['2 Beds', '2 Baths', '1 Parking']",Leasing Team,"Monday, 7th November 2022",House,"['1.1 km away', '1.7 km away', '5.3 km away']"
1/100 Glen Huntly Rd Elwood VIC 3184,$550 weekly,"[-37.8830885, 144.988356]","['2 Beds', '1 Bath', '1 Parking']",Leasing Concierge,"Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.2 km away', '0.4 km away', '8.1 km away']"
2 Centre Road Brighton East VIC 3187,"$1,690.00","[-37.9149993, 145.0074443]","['5 Beds', '2 Baths', '3 Parking']",Max D'Aloia,"Friday, 4th November 2022",House,"['0.6 km away', '1.2 km away', '5 km away']"
50 Tribe Street South Melbourne VIC 3205,$650.00,"[-37.8378367, 144.9483104]","['2 Beds', '1 Bath', '− Parking']",Matthew Curnow,"Wednesday, 2nd November 2022",House,"['0.6 km away', '0.6 km away', '0.7 km away']"
4/1 Lansell Rd Toorak VIC 3142,$895.00,"[-37.841323, 145.015308]","['3 Beds', '2 Baths', '1 Parking']",Tom Macrae,Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.1 km away', '2.7 km away']"
206/4 Joseph Road Footscray VIC 3011,$520 per week,"[-37.799683, 144.9097085]","['2 Beds', '2 Baths', '1 Parking']",Mary Mezei,"Thursday, 20th October 2022",Apartment / Unit / Flat,"['1.1 km away', '1.7 km away', '5.3 km away']"
8/41 Chapel Street St Kilda VIC 3182,$675 pw,"[-37.8608945, 144.9911588]","['3 Beds', '1 Bath', '1 Parking']",Joanne Pearson,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1 km away', '5.1 km away']"
4/3 Tunbridge Street Flemington VIC 3031,$630 per week,"[-37.7808146, 144.9248598]","['2 Beds', '1 Bath', '1 Parking']",Simone Speakman,"Friday, 28th October 2022",Townhouse,"['0.7 km away', '0.7 km away', '8.9 km away']"
208/616 Little Collins Street Melbourne VIC 3000,$475 per week,"[-37.8176151, 144.9543219]","['2 Beds', '1 Bath', '1 Parking']",Mikaele Horsnell,Available Now,Apartment / Unit / Flat,['2.3 km away']
7 Vista Grove Toorak VIC 3142,$900,"[-37.8339454, 145.0078102]","['3 Beds', '1 Bath', '2 Parking']",Thoraya Jeena,Available Now,House,"['0.8 km away', '1.4 km away', '1.9 km away']"
215/146 Bellerine Street Geelong VIC 3220,$500.00,"[-38.1535434, 144.3635281]","['2 Beds', '2 Baths', '1 Parking']",Alvin Miao,"Thursday, 27th October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.9 km away', '1 km away']"
57 Princes Street Flemington VIC 3031,$500.00,"[-37.7863172, 144.9334501]","['2 Beds', '1 Bath', '− Parking']",Matthew Curnow,Available Now,House,"['0.2 km away', '0.4 km away', '9.8 km away']"
67 London Street Bentleigh VIC 3204,$880.00,"[-37.9245932, 145.0479379]","['4 Beds', '2 Baths', '2 Parking']",Zarah Baker,Available Now,House,"['0.9 km away', '1.1 km away', '1.3 km away']"
13 Foote Way Clyde VIC 3978,$420 per week,"[-38.1234703, 145.3311051]","['3 Beds', '2 Baths', '2 Parking']",Ginni Sidhu,"Sunday, 30th October 2022",Townhouse,"['3 km away', '16.6 km away']"
45/2 Esplanade West Port Melbourne VIC 3207,$720 Per Week,"[-37.8440596, 144.941052]","['1 Bed', '1 Bath', '1 Parking']",Samantha Middleton,"Saturday, 22nd October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.8 km away', '1.2 km away']"
220/8 Beavis Street Elsternwick VIC 3185,$480 per week,"[-37.884711, 145.007721]","['2 Beds', '1 Bath', '1 Parking']",Carly Derbyshire,Available Now,Apartment / Unit / Flat,"['1.1 km away', '2.1 km away', '6.7 km away']"
2 Wallace Grove Brighton VIC 3186,"$1,450.00","[-37.9209938, 144.9941229]","['4 Beds', '2 Baths', '2 Parking']",Tara Stewart,"Thursday, 20th October 2022",House,"['0.2 km away', '2.2 km away', '6 km away']"
1/8 Coate Avenue Alphington VIC 3078,$850.00,"[-37.78476029999999, 145.0236929]","['3 Beds', '2 Baths', '2 Parking']",Alicia Cannizzaro,"Monday, 17th October 2022",Townhouse,"['0.7 km away', '3.9 km away']"
108/2055 Malvern Road Malvern East VIC 3145,$510 per week,"[-37.8752928, 145.0659197]","['2 Beds', '1 Bath', '1 Parking']",Penny Stratos,Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.7 km away', '5.7 km away']"
12/33 Armadale Street Armadale VIC 3143,$390.00,"[-37.858489, 145.018382]","['2 Beds', '2 Baths', '1 Parking']",Paula Porter,"Monday, 7th November 2022",Apartment / Unit / Flat,"['0.7 km away', '3.2 km away', '7.1 km away']"
7/236 Malop Street Geelong VIC 3220,$650.00,"[-38.1494333, 144.3674063]","['2 Beds', '1 Bath', '1 Parking']",Nathan Ricardo,Available Now,Townhouse,"['0.7 km away', '1.1 km away', '1.2 km away']"
2/29 Stapley Crescent Chadstone VIC 3148,$380,"[-37.8906101, 145.0968455]","['3 Beds', '1 Bath', '− Parking']",Matthew Swinnerton,Available Now,Apartment / Unit / Flat,"['0.8 km away', '3 km away', '5 km away']"
99B Oakleigh Rd Carnegie VIC 3163,$670 weekly,"[-37.8993248, 145.0557952]","['3 Beds', '2 Baths', '2 Parking']",Tania Crawley,"Wednesday, 2nd November 2022",Townhouse,"['0.9 km away', '2.2 km away', '3.1 km away']"
1/66 Coventry Street Southbank VIC 3006,$550.00,"[-37.8293031, 144.9682735]","['2 Beds', '1 Bath', '1 Parking']",Oscar Sturm,"Thursday, 27th October 2022",Apartment / Unit / Flat,"['1.4 km away', '2.5 km away', '3.2 km away']"
2404/22-40 Wills Street Melbourne VIC 3000,$430.00 per week,"[-37.8107551, 144.9570001]","['1 Bed', '1 Bath', '− Parking']",Trish Ha,Available Now,Apartment / Unit / Flat,"['1.5 km away', '1.5 km away']"
510/181 St Kilda Road St Kilda VIC 3182,$425.00,"[-37.8608428, 144.9839952]","['1 Bed', '1 Bath', '1 Parking']",Annie Gillan,"Wednesday, 19th October 2022",Apartment / Unit / Flat,"['1.1 km away', '2.3 km away', '4.6 km away']"
9A Reid Street Murrumbeena VIC 3163,$875 per week,"[-37.9068287, 145.0722089]","['4 Beds', '3 Baths', '2 Parking']",Carnegie Leasing,Available Now,Townhouse,"['0.5 km away', '2.1 km away', '2.4 km away']"
2/90 Toorak Road West South Yarra VIC 3141,$360 per week,"[-37.8376842, 144.9813926]","['1 Bed', '1 Bath', '1 Parking']",Ashleigh Sumpter,"Tuesday, 4th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.8 km away', '2.9 km away']"
14/214 Beach Road Mordialloc VIC 3195,$440.00,"[-38.0084083, 145.0861781]","['2 Beds', '1 Bath', '1 Parking']",Lauren Muller,Available Now,Villa,"['0.4 km away', '2.2 km away', '9.3 km away']"
14 Yeoman Street Melton South VIC 3338,$400 per week ($1738 pcm),"[-37.7177718, 144.5676379]","['4 Beds', '2 Baths', '2 Parking']",Kavinda Kudage Don,"Friday, 7th October 2022",House,"['1.1 km away', '1.2 km away', '4.1 km away']"
5 Blanche Street Collingwood VIC 3066,$820.00,"[-37.7951364, 144.9863764]","['3 Beds', '1 Bath', '− Parking']",Jayde Cashion,Available Now,House,"['0.4 km away', '0.9 km away', '6.1 km away']"
202/251 Johnston Street Abbotsford VIC 3067,$650.00 per week,"[-37.800162, 144.9947976]","['2 Beds', '2 Baths', '1 Parking']",Jenny Pham,"Tuesday, 15th November 2022",Apartment / Unit / Flat,['0.5 km away']
701/28 Riddell Parade Elsternwick VIC 3185,$850 per week,"[-37.8852577, 145.0021069]","['2 Beds', '2 Baths', '1 Parking']",Dragan Mrkela,Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.6 km away', '7 km away']"
103/8 Waterview Walk Docklands VIC 3008,$430,"[-37.8196989, 144.9481318]","['1 Bed', '1 Bath', '− Parking']",Leasing Team,"Tuesday, 4th October 2022",Apartment / Unit / Flat,['2.6 km away']
10/816-822 Heatherton Road Springvale South VIC 3172,$360 PW,"[-37.9620111, 145.1443227]","['2 Beds', '1 Bath', '1 Parking']",Dominic Nguyen,"Tuesday, 11th October 2022",Townhouse,"['0.6 km away', '1.4 km away', '8.2 km away']"
3 Ironbark Drive Bundoora VIC 3083,$450,"[-37.6831741, 145.0534505]","['3 Beds', '2 Baths', '2 Parking']",Erin Napthine,"Wednesday, 2nd November 2022",Townhouse,"['1.5 km away', '2.3 km away', '3.8 km away']"
1202/620 Collins Street Melbourne VIC 3000,$500 per week,"[-37.8186626, 144.9543471]","['2 Beds', '1 Bath', '1 Parking']",Ender Gok,Available Now,Apartment / Unit / Flat,['2.4 km away']
1701/620 Collins Street Melbourne VIC 3000,$650 per week,"[-37.8186626, 144.9543471]","['2 Beds', '2 Baths', '1 Parking']",Ender Gok,Available Now,Apartment / Unit / Flat,['2.4 km away']
1/43 Barkly Street Carlton VIC 3053,$460 per week,"[-37.8004224, 144.9709715]","['1 Bed', '1 Bath', '1 Parking']",Martine Cullen,Available Now,Apartment / Unit / Flat,"['0.2 km away', '1.4 km away']"
101/1443 Dandenong Road Malvern East VIC 3145,$495.00,"[-37.89231789999999, 145.0866843]","['2 Beds', '1 Bath', '1 Parking']",Danielle Crumblehulme,Available Now,Apartment / Unit / Flat,"['0.3 km away', '3.3 km away', '4.4 km away']"
702/74 Queens Road Melbourne VIC 3004,$530,"[-37.8522192, 144.9795815]","['1 Bed', '1 Bath', '1 Parking']",Kim Te,Available Now,Apartment / Unit / Flat,"['1 km away', '1.5 km away', '3.3 km away']"
409/41 Dryburgh Street West Melbourne VIC 3003,$550 per week,"[-37.8060622, 144.9426751]","['2 Beds', '2 Baths', '1 Parking']",Mary Khudhur,"Friday, 28th October 2022",Apartment / Unit / Flat,"['1.1 km away', '1.5 km away']"
1108/2 Joseph Road Footscray VIC 3011,$405 per week,"[-37.80033230000001, 144.9096597]","['1 Bed', '1 Bath', '1 Parking']",Mary Mezei,"Friday, 4th November 2022",Apartment / Unit / Flat,"['1.1 km away', '1.7 km away', '1.7 km away']"
306/198 St. Kilda Road St Kilda VIC 3182,$350 per week,"[-37.861835, 144.9853221]","['1 Bed', '1 Bath', '− Parking']",Leasing Team,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.9 km away', '2.2 km away', '4.7 km away']"
13/2A Robe Street St Kilda VIC 3182,$675 pw,"[-37.8657586, 144.9758767]","['3 Beds', '1 Bath', '2 Parking']",Joanne Pearson,Available Now,Apartment / Unit / Flat,"['0.9 km away', '2 km away', '4.4 km away']"
17 Crown Close Oakleigh East VIC 3166,$520 per week,"[-37.8997131, 145.1232932]","['3 Beds', '2 Baths', '1 Parking']",Xin Li,"Monday, 24th October 2022",Townhouse,"['1.3 km away', '3.5 km away', '6.2 km away']"
108/67-77 Hawthorn Road Caulfield North VIC 3161,$520 per week,"[-37.8733103, 145.0249009]","['2 Beds', '2 Baths', '1 Parking']",Leasing Team,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.3 km away', '1.8 km away', '6.8 km away']"
4/74 Darebin St Heidelberg VIC 3084,$450.00,"[-37.7533261, 145.0618708]","['2 Beds', '2 Baths', '1 Parking']",Oscar Sturm,Available Now,Apartment / Unit / Flat,"['0.5 km away', '2.6 km away']"
21/425 Toorak Road Toorak VIC 3142,$600.00,"[-37.8401204, 145.006648]","['3 Beds', '1 Bath', '1 Parking']",Olivia Nason,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1.9 km away', '2.1 km away']"
116/288 Albert Street Brunswick VIC 3056,$350 per week,"[-37.7690355, 144.9606337]","['1 Bed', '1 Bath', '− Parking']",Leasing Team,"Friday, 14th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.1 km away']"
1/125 Henty Street Reservoir VIC 3073,$450 per week,"[-37.718536, 144.992465]","['2 Beds', '1 Bath', '1 Parking']",Stacey Kelegouris,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.4 km away', '2.5 km away', '5.1 km away']"
416/188 Peel Street North Melbourne VIC 3051,$250 PW / $1086 PCM,"[-37.8032321, 144.9567684]","['− 0 Beds', '1 Bath', '− Parking']",Leasing Team,Available Now,Studio,"['0.7 km away', '0.7 km away']"
1/41 Kooyong Rd Caulfield North VIC 3161,$720 weekly,"[-37.8677708, 145.0182799]","['3 Beds', '1 Bath', '2 Parking']",Leasing Concierge,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.6 km away', '2.6 km away', '7.5 km away']"
12 Rosamond Street Balaclava VIC 3183,$695 pw,"[-37.86976000000001, 144.991126]","['2 Beds', '1 Bath', '1 Parking']",Joanne Pearson,Available Now,House,"['0.3 km away', '1.5 km away', '5.7 km away']"
304/27 Dickmann Street Richmond VIC 3121,$595 per week,"[-37.8250518, 144.9974893]","['2 Beds', '2 Baths', '− Parking']",Kosta Karas,"Friday, 14th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1 km away', '1 km away']"
94 Lennox Street Richmond VIC 3121,$700 per week,"[-37.814477, 144.9950698]","['3 Beds', '1 Bath', '2 Parking']",Kosta Karas,"Sunday, 23rd October 2022",House,"['0.1 km away', '0.7 km away', '0.7 km away']"
13/7 Sutherland Road Armadale VIC 3143,$430.00,"[-37.8599019, 145.0163982]","['2 Beds', '1 Bath', '1 Parking']",Paula Porter,"Friday, 4th November 2022",Apartment / Unit / Flat,"['0.9 km away', '3.4 km away', '7 km away']"
60 Spring Street East Port Melbourne VIC 3207,$760 per week,"[-37.8362703, 144.9461167]","['2 Beds', '1 Bath', '1 Parking']",Neil Scott,Available Now,House,"['0.4 km away', '0.9 km away', '1.2 km away']"
503/147 Beach Street Port Melbourne VIC 3207,"$1,100 per week","[-37.8398531, 144.9266445]","['3 Beds', '2 Baths', '2 Parking']",Hien Dinh,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.4 km away', '1.9 km away']"
71 Balcombe Drive Mount Martha VIC 3934,$950.00,"[-38.2519742, 145.0630768]","['4 Beds', '2 Baths', '2 Parking']",Caroline Masik,"Wednesday, 12th October 2022",House,"['0.7 km away', '3.8 km away', '16.3 km away']"
8/131 Glenhuntly Road Elwood VIC 3184,$250 weekly,"[-37.8827102, 144.9902496]","['− 0 Beds', '1 Bath', '− Parking']",Leasing Concierge,Available Now,Studio,"['0.2 km away', '0.5 km away', '6.6 km away']"
2/274 St Georges Road Northcote VIC 3070,$570.00,"[-37.7623768, 144.993047]","['2 Beds', '1 Bath', '1 Parking']",Kathryn  Ambesi,"Friday, 28th October 2022",Townhouse,"['0.5 km away', '0.8 km away', '1.3 km away']"
108A Queens Parade Fitzroy North VIC 3068,$650.00,"[-37.7913323, 144.9834501]","['2 Beds', '2 Baths', '− Parking']",Kathryn  Ambesi,"Tuesday, 1st November 2022",Semi-Detached,"['0.5 km away', '0.8 km away', '3.1 km away']"
8/52 Pender Street Thornbury VIC 3071,$260.00,"[-37.7545356, 145.0089294]","['1 Bed', '1 Bath', '1 Parking']",Kathryn  Ambesi,"Tuesday, 1st November 2022",House,"['0.5 km away', '1.5 km away', '2.2 km away']"
57 Lord St Richmond VIC 3121,"$1,300 weekly","[-37.8217111, 145.0048832]","['3 Beds', '2 Baths', '1 Parking']",Madison Bugeja,"Monday, 7th November 2022",House,"['0.5 km away', '0.6 km away', '0.8 km away']"
4/19 Chapman Street North Melbourne VIC 3051,$380 per week,"[-37.797408, 144.9494896]","['1 Bed', '1 Bath', '2 Parking']",Rita Zoumboulis,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.2 km away', '0.5 km away']"
4 Cirrus Close Hampton Park VIC 3976,$420,"[-38.0461684, 145.2722609]","['3 Beds', '1 Bath', '4 Parking']",Jason Gu,"Monday, 10th October 2022",House,"['0.4 km away', '14 km away', '22.7 km away']"
19/122 High Street Preston VIC 3072,$450,"[-37.7476273, 145.0026192]","['2 Beds', '2 Baths', '1 Parking']",Lorenzo Lazo,"Wednesday, 26th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.8 km away', '2.2 km away']"
20/2 Greenfield Drive Clayton VIC 3168,$360,"[-37.92322, 145.1286599]","['2 Beds', '1 Bath', '1 Parking']",Joseph Chatziconstantis,"Wednesday, 12th October 2022",Apartment / Unit / Flat,"['1 km away', '1.3 km away', '2 km away']"
3/28A Carlisle Crescent Hughesdale VIC 3166,$510,"[-37.8975976, 145.0806879]","['3 Beds', '1 Bath', '2 Parking']",Joseph Chatziconstantis,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.8 km away', '2.9 km away', '3.6 km away']"
301/27 Dickmann Street Richmond VIC 3121,$600 per week,"[-37.8250518, 144.9974893]","['2 Beds', '2 Baths', '− Parking']",Kosta Karas,"Thursday, 20th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1 km away', '1 km away']"
16 York Street Caulfield South VIC 3162,$650 per week,"[-37.8927139, 145.0169363]","['3 Beds', '2 Baths', '2 Parking']",Leasing Team,"Tuesday, 11th October 2022",House,"['0.6 km away', '2 km away', '5.5 km away']"
3/112-114 Huntingdale Road Mount Waverley VIC 3149,$400,"[-37.8602904, 145.1139243]","['2 Beds', '1 Bath', '3 Parking']",Mary Khudhur,Available Now,Apartment / Unit / Flat,"['0.3 km away', '1 km away', '9.8 km away']"
2/413A Waverley Road Malvern East VIC 3145,$410.00,"[-37.8780971, 145.0670528]","['2 Beds', '1 Bath', '1 Parking']",Taylor Nickerl,"Thursday, 13th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2.7 km away', '5.4 km away']"
7/1344 Dandenong Road Hughesdale VIC 3166,$390 weekly,"[-37.8899556, 145.0818589]","['1 Bed', '1 Bath', '1 Parking']",Deb  Anassis,"Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.8 km away', '3.4 km away', '4.4 km away']"
3/188 Bay Road Sandringham VIC 3191,$630 pw,"[-37.9541054, 145.0198212]","['3 Beds', '1 Bath', '2 Parking']",Dianne Smith,"Friday, 14th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.4 km away', '4.8 km away']"
2/26 May Park Avenue Ashwood VIC 3147,$630.00,"[-37.8677726, 145.0974524]","['3 Beds', '2 Baths', '1 Parking']",Taylor Nickerl,"Tuesday, 25th October 2022",Townhouse,"['0.7 km away', '1 km away', '1.2 km away']"
2/22 Ellesmere Road Prahran VIC 3181,$500.00,"[-37.8577693, 145.0007905]","['2 Beds', '1 Bath', '1 Parking']",Kelly Levin,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.1 km away', '5.7 km away']"
