name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
133 Fitzroy Street St Kilda VIC 3182,$50 pw,"[-37.8595706, 144.9782196]","['1 Bed', '1 Bath', '1 Parking']","**TO ARRANGE INSPECTION CLICK THE VIDEO OR EMAIL AGENT ICONS**
Second storey car space including full security. Great locale, great block suitable for residents in the block or local businesses. Don't suffer expensive parking fines, don't risk vandalism to your car on the street, tuck it away in a cosy setting all on it's own.",Available Now,Carspace,"['0.2 km away', '2.5 km away', '4.1 km away']"
Carpark/105 Batman street West Melbourne VIC 3003,$50 per week,"[-37.810968, 144.9504968]","['− 0 Beds', '− 0 Baths', '1 Parking']","***CP 1702 (295)/393 Spencer Street, West Melbourne***",Available Now,House,"['1.4 km away', '1.6 km away']"
7021Y/220 Spencer Street Melbourne VIC 3000,$55 per week,"[-37.8157157, 144.9529559]","['1 Bed', '1 Bath', '1 Parking']",". Located on 220 Spencer Street,
. Close to Southern Cross Station
. Available now",Available Now,Apartment / Unit / Flat,['2.1 km away']
Carpark/228 Abeckett Street Melbourne VIC 3000,$55 per week,"[-37.8103101, 144.9566423]","['1 Bed', '1 Bath', '1 Parking']",". Carpark available in 228 A'Beckett St
. 5 minutes walk to Melbourne Central
. Available now
. Bond: 1 month rent",Available Now,Apartment / Unit / Flat,"['1.4 km away', '1.5 km away']"
"Car Park L05C2/285 La Trobe Street, Melbourne, VIC, 3000 Melbourne VIC 3000",$60,"[-37.8105157, 144.9606566]","['− 0 Beds', '− 0 Baths', '1 Parking']",". Secure indoor car space available for rent in Melbourne CBD.
. Located at 442 Elizabeth Street, Melbourne, VIC 3000.
. Available: 01/06/2022",Available Now,Apartment / Unit / Flat,"['1.2 km away', '1.6 km away']"
639 Lonsdale Street Melbourne VIC 3004,$250 monthly,"[-37.8150689, 144.9534096]","['− 0 Beds', '− 0 Baths', '1 Parking']",CAR PARK AVAILABLE FOR RENT NEAR SOUTHERN CROSS STATION,Available Now,House,['2 km away']
Carpark604/8 Pearl River Road Docklands VIC 3008,$60 per week,"[-37.8156528, 144.9382439]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 16 September 2022.,Available Now,House,['2.6 km away']
8092Y/33 Rose Lane Melbourne VIC 3000,$60 per week,"[-37.8150137, 144.9538694]","['1 Bed', '1 Bath', '1 Parking']",". Close to Southern Cross Station
. Available Now.",Available Now,Apartment / Unit / Flat,['2 km away']
Carpark2608/135 A'Beckett street Melbourne VIC 3000,$60,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 2nd May 2022.,Available Now,House,"['1.2 km away', '1.4 km away']"
350 William Street Melbourne VIC 3000,$60 Per Week- Car Space For Rent,"[-37.8112344, 144.9564823]","['1 Bed', '1 Bath', '1 Parking']","Secured car space
Access with Car Lift",Available Now,Apartment / Unit / Flat,"['1.5 km away', '1.6 km away']"
215/181 Exhibition Street Melbourne VIC 3000,$60 per week,"[-37.8114561, 144.970058]","['1 Bed', '1 Bath', '1 Parking']",". A car space is available now.
. Located at 181 Exhibition Street
. Close to everything.",Available Now,Apartment / Unit / Flat,"['1 km away', '2 km away']"
Carpark2710/80 A'Beckett Street Melbourne VIC 3000,$60 per week,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 18th of October 2022.,"Tuesday, 18th October 2022",House,"['1.2 km away', '1.4 km away']"
Carpark3004Y/639 Lonsdale St Melbourne VIC 3000,$60 per week,"[-37.8122489, 144.9621762]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 08 October 2022.,"Saturday, 8th October 2022",House,"['1.3 km away', '1.8 km away']"
Carpark5503/135 A'Beckett street Melbourne VIC 3000,$60 per week,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 25 August 2022.,Available Now,House,"['1.2 km away', '1.4 km away']"
CARPARK/442 Elizabeth Street Melbourne VIC 3000,$60 per week,"[-37.8083542, 144.9607272]","['1 Bed', '1 Bath', '1 Parking']",". Car park available in Lighthouse
. Close to Melbourne Central Station
. Easy access to shopping centre, trams",Available Now,Apartment / Unit / Flat,"['1 km away', '1.3 km away']"
CP2008/11 Rose Lane Melbourne VIC 3000,$60,"[-37.8152243, 144.9541663]","['− 0 Beds', '− 0 Baths', '1 Parking']",". One car space avaiable now
. Close to all
. Located in 11 Rose Lane",Available Now,Carspace,['2 km away']
Carpark2402/80 A'Beckett street Melbourne VIC 3000,$60 per week,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 29th Apr 2022.,Available Now,House,"['1.2 km away', '1.4 km away']"
702/112 A'beckett Street Melbourne VIC 3000,$60.00 per week,"[-37.809286, 144.960046]","['− 0 Beds', '− 0 Baths', '1 Parking']","Ideally located with easy access in and out of the building this car park is short stroll to RMIT University, Melbourne University, Victoria Market, all the major retail stores like David Jones and Myer. Why pay excessive daily rates, when you can have your own car park 24 hours 7 days a week!",Available Now,Carspace,"['1.2 km away', '1.4 km away']"
Carpark2810/81 A'Beckett street Melbourne VIC 3000,$60 per week,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Available on 9th of September 2022.,Available Now,House,"['1.2 km away', '1.4 km away']"
110/68 La Trobe Street Melbourne VIC 3000,$60 per week,"[-37.8083648, 144.9667899]","['1 Bed', '1 Bath', '1 Parking']","Carpark for Rent on 68 La Trobe St, Melbourne
Bond: 1 month rent",Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.6 km away']"
Carpark3908/135 A'Beckett street Melbourne VIC 3000,$60 per week,"[-37.809678, 144.9593125]","['− 0 Beds', '− 0 Baths', '1 Parking']",Short Term Lease Term- available from 10th August to 20th December,Available Now,House,"['1.2 km away', '1.4 km away']"
12/3 Cape Street Heidelberg VIC 3084,$320 Per Week,"[-37.762613, 145.0650309]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.9 km away', '3.1 km away', '6.8 km away']"
Carpark 403/135 Abeckett Street Melbourne VIC 3000,$250/month,"[-37.8097879, 144.9596466]","['− 0 Beds', '1 Bath', '1 Parking']","CAR PARK AVAILABLE FOR RENT IN CBD
-Location: 135 Abeckett Street Melbourne 
-Lease Term: 12 months",Available Now,Carspace,"['1.2 km away', '1.5 km away']"
285 La Trobe Street Melbourne VIC 3000,$65 per week,"[-37.810735, 144.9608179]","['1 Bed', '1 Bath', '1 Parking']",". A security carpark is available now
 . Located in 285 La Trobe Street
 . Close to all",Available Now,Apartment / Unit / Flat,"['1.2 km away', '1.6 km away']"
228 La Trobe St Melbourne VIC 3000,70pw,"[-37.8097514, 144.9626141]","['− 0 Beds', '1 Bath', '1 Parking']",Car park entrance/exit from Little La Trobe Street. ,Available Now,Carspace,"['1 km away', '1.5 km away']"
CP3113/22-24 Jane Bell Lane Melbourne VIC 3000,$70 per week,"[-37.8102191, 144.966267]","['1 Bed', '1 Bath', '1 Parking']",". Located at QV,
. Close to everything
. Available now",Available Now,Apartment / Unit / Flat,"['1 km away', '1.7 km away']"
Carpark + Cage/610 St Kilda Road Melbourne VIC 3004,$70 per week,"[-37.8519581, 144.980724]","['1 Bed', '1 Bath', '− Parking']",A secure carpark and a large storage cage for rent $304 per calendar month. ($70 per week).,Available Now,House,"['0.9 km away', '1.4 km away', '3.3 km away']"
2 Menzie Grove Eaglemont VIC 3084,$470 Per Week,"[-37.7680343, 145.0577574]","['3 Beds', '1 Bath', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 22nd November 2022",House,"['0.7 km away', '3 km away', '6.2 km away']"
11/9 Petrea Place Harkness VIC 3337,$305 pw,"[-37.6638564, 144.5712487]","['2 Beds', '1 Bath', '1 Parking', '279m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 19th October 2022",Apartment / Unit / Flat,"['1.5 km away', '1.7 km away']"
30 Daly Boulevard Highton VIC 3216,$130,"[-38.1962932, 144.3060777]","['9 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['2 km away', '2.5 km away', '6.7 km away']"
1/57 Wanda Road Caulfield North VIC 3161,From $140 per week,"[-37.86731899999999, 145.0195901]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '2.6 km away', '7.6 km away']"
62 Reserve Rd Grovedale VIC 3216,$140,"[-38.2059641, 144.3479322]","['1 Bed', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 20th October 2022",House,"['1 km away', '1.9 km away', '6.4 km away']"
Room 2/31 Stanley Street Frankston VIC 3199,$145 / wk,"[-38.1402145, 145.1331646]","['1 Bed', '1 Bath', '1 Parking']","This property is set conveniently in Frankston close to Frankston Train Station, TAFE and not much further to the shopping centre.",Available Now,House,"['1.1 km away', '2 km away', '2.4 km away']"
1/14 Semillion Place Waurn Ponds VIC 3216,$145,"[-38.2106094, 144.3027218]","['1 Bed', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['2.1 km away', '2.3 km away', '8.2 km away']"
2/14 Semillion Place Waurn Ponds VIC 3216,$145,"[-38.2106094, 144.3027218]","['1 Bed', '2 Baths', '− Parking']","INSPECTIONS:- BY PRIVATE APPOINTMENT 
ONLY 5 MINS BY CAR TO DEAKIN UNIVERSITY - Set in a convenient court location within easy access to Deakin University, bus stops &amp; shopping centre - close to the Ring Road, Waurn Ponds Shopping Centre and the new Waurn Ponds Train Station. 
EACH ROOM IS FULLY FURNISHED. Each room consists of a single bed, desk with drawers and chair, wardrobe (larger rooms have",Available Now,House,"['2.1 km away', '2.3 km away', '8.2 km away']"
3/17 Lily Street Braybrook VIC 3019,$150 per week,"[-37.783998, 144.8530759]","['1 Bed', '1 Bath', '1 Parking']","This property offers one bedroom with wardrobe and wall to wall carpet. Property also consists of shared lounge, kitchen, bathroom and laundry facilities shared with two other tenants.
Walking distance to shops, bus and parkland.",Available Now,House,"['0.5 km away', '0.6 km away', '0.8 km away']"
2/2 Myora Court Chadstone VIC 3148,$ 150,"[-37.8748536, 145.0927488]","['7 Beds', '2 Baths', '2 Parking', '340m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['1.2 km away', '1.5 km away', '11.4 km away']"
2031 Dandenong Road Clayton VIC 3168,Leased,"[-37.9180459, 145.1338113]","['5 Beds', '5 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '1.2 km away', '2.5 km away']"
905/435 Nepean Highway Frankston VIC 3199,$150 Per Night,"[-38.1424185, 145.1219893]","['− 0 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.1 km away', '3.1 km away']"
3 Abbot Court Glen Waverley VIC 3150,From $150 per week,"[-37.8933554, 145.1451066]","['1 Bed', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '2 km away', '13.9 km away']"
18 Cedarville Close Highton VIC 3216,$150,"[-38.1950651, 144.315443]","['7 Beds', '2 Baths', '6 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 7th November 2022",House,"['1.2 km away', '2 km away', '6.1 km away']"
54 Westerfield Drive Notting Hill VIC 3168,From $150 per week,"[-37.9069664, 145.1492026]","['1 Bed', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.7 km away', '2 km away', '8 km away']"
"Room 6, 16 Grayling Street Belmont VIC 3216",$155 pw,"[-38.1832528, 144.351391]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",House,"['0.9 km away', '2 km away', '3.8 km away']"
70 Springthorpe Boulevard Macleod VIC 3085,From $155 - $285 pw (bills included),"[-37.7207717, 145.0624738]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['1 km away']
711 Plenty Road Bundoora VIC 3083,$165,"[-37.7035744, 145.0559082]","['− 0 Beds', '1 Bath', '− Parking']",STUDENT ACCOMODATION - BEST VALUE STUDIO LIVING WITH PRIVATE BATHROOM &amp; INTERNET INCLUDED,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.7 km away', '0.8 km away']"
711 Plenty Road Preston VIC 3072,$165,"[-37.7395857, 145.0109276]","['1 Bed', '1 Bath', '− Parking']",STUDENT ACCOMODATION - BEST VALUE STUDIO LIVING WITH PRIVATE BATHROOM &amp; INTERNET INCLUDED,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1 km away', '3.4 km away']"
711 Plenty Road Reservoir VIC 3073,$165,"[-37.7290319, 145.017087]","['1 Bed', '1 Bath', '− Parking']",STUDENT ACCOMODATION - BEST VALUE STUDIO LIVING WITH PRIVATE BATHROOM &amp; INTERNET INCLUDED,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.3 km away', '4.7 km away']"
41 Bramble Crescent Bundoora VIC 3083,$160,"[-37.6841506, 145.0514693]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.7 km away', '2.3 km away', '3.7 km away']"
116 Station St Burwood VIC 3125,$160 pw Furnished,"[-37.84723779999999, 145.1208795]","['5 Beds', '2 Baths', '5 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.5 km away', '2.4 km away', '8.5 km away']"
35 Sarton Road Clayton VIC 3168,$160 per week,"[-37.920037, 145.1438132]","['1 Bed', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.5 km away', '2.1 km away', '2.3 km away']"
21 Rodd St Dandenong VIC 3175,$160,"[-37.98532830000001, 145.2089838]","['7 Beds', '3 Baths', '7 Parking']","Property ID. 94393
Send an online enquiry then check your email for a link to apply.",Available Now,House,"['0.7 km away', '0.9 km away', '14.5 km away']"
26 Warbla Street Dandenong North VIC 3175,$160,"[-37.9672043, 145.2021435]","['7 Beds', '5 Baths', '2 Parking', '581m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '1.1 km away', '13.1 km away']"
232 South Valley Road Highton VIC 3216,$160.00,"[-38.1948659, 144.3164247]","['3 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.2 km away', '2 km away', '6.1 km away']"
13 Hewat Drive Highton VIC 3216,$160.00,"[-38.1967944, 144.3089979]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.7 km away', '2.2 km away', '6.6 km away']"
Room 4/1592 Dandenong Road Huntingdale VIC 3166,$160 wk,"[-37.9036739, 145.109124]","['− 0 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Studio,"['0.4 km away', '2.7 km away', '4.9 km away']"
2 Clunes Street Kingsbury VIC 3083,$160pw / $695pcm,"[-37.7170676, 145.0417367]","['8 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '1.2 km away']"
2 Clunes Street Kingsbury VIC 3083,$160pw / $695pcm,"[-37.7170676, 145.0417367]","['8 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '1.2 km away']"
