name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
2106/60 Kavanagh Street Southbank VIC 3006,$460.00,"[-37.82409579999999, 144.9636789]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 20th October 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
909/601 Little Lonsdale Street Melbourne VIC 3000,$440.00,"[-37.8137564, 144.9537143]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",Apartment / Unit / Flat,['1.9 km away']
103/250 Gore Street Fitzroy VIC 3065,$465,"[-37.8017555, 144.9829122]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 24th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.7 km away', '6.8 km away']"
6/4 Woods Avenue Mordialloc VIC 3195,$250 per week,"[-38.0033854, 145.0945047]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.6 km away', '1.2 km away', '1.5 km away']"
1516/1 Ascot Vale Road Flemington VIC 3031,$390 per week ($1695 pcm),"[-37.7867363, 144.9211832]","['1 Bed', '1 Bath', '1 Parking']",Kavinda Kudage Don,"Thursday, 29th September 2022",Apartment / Unit / Flat,"['0.9 km away', '1.1 km away', '8.8 km away']"
4806/60 A'beckett Melbourne VIC 3000,$580/week & Furnished,"[-37.8087388, 144.9614417]","['1 Bed', '1 Bath', '− Parking']","Located in the heart of the inner city, you'll have the convenience of walking to Melbourne Central, Emporium, QV, trams within the free tram zone, Queen Victoria Market, universities and more
- Modern Miele kitchen appliances
- Split system heating and cooling
- Level 48 with breathtaking view
- Exclusive access to indoor heated pool, spa, sauna and Gymnasium","Tuesday, 4th October 2022",Apartment / Unit / Flat,"['1 km away', '1.4 km away']"
205/7-9 Florence Street Brunswick VIC 3056,$410,"[-37.761612, 144.960888]","['1 Bed', '1 Bath', '− Parking']","(UNFurnished) Featuring a 8 star energy rating, solar power and hot water along with a rooftop community garden and natural ventilation, the celebrated Commons Apartments are a benchmark in green design. ","Saturday, 1st October 2022",Apartment / Unit / Flat,['1.1 km away']
2606/54 A'beckett Street Melbourne VIC 3000,Furnished $550 per week,"[-37.8088568, 144.9616448]","['1 Bed', '1 Bath', '− Parking']","This spacious one-bedroom apartment offers great internal space covering 47.3 Sqm plus an external space of 4.5 Sqm on level 26.
Furniture included:
coach, coffee table, dining table sets
Fridge, Microwave and Washing machine 
Double bed with mattress, study table","Wednesday, 12th October 2022",Apartment / Unit / Flat,"['1 km away', '1.4 km away']"
33/11 Marine Parade St Kilda VIC 3182,305.00,"[-37.8699469, 144.9764313]","['1 Bed', '1 Bath', '− Parking']","This spacious one bedroom apartment comprising bright lounge room with floorboards, split system to be installed and balcony. Kitchen with loads of cupboards, gas cooking facilities. Bedroom with built in robes and ensuite bathroom. Communal laundry and terrace. Ideally located across the road from St Kilda beach and all this magnificent lifestyle has to offer.","Friday, 14th October 2022",Apartment / Unit / Flat,"['1 km away', '1.5 km away', '4.8 km away']"
0/28 Davisons Place Melbourne VIC 3000,$220,"[-37.8088104, 144.9673027]","['1 Bed', '1 Bath', '− Parking']","This one bedroom apartment with built in double bed, is not big but has its own street access and is located a few steps from Little Lonsdale Street in the heart of Melbourne. The kitchen is compact with stove and fridge, and there is a European Laundry.
This is available as of September 25! To inspect please call Lisbeth on 0414 419 860!",$956,Apartment / Unit / Flat,"['0.8 km away', '1.7 km away']"
4/29 Dover Road Williamstown VIC 3016,$315 per week,"[-37.8558258, 144.8992771]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.3 km away', '9.3 km away']"
722/627 Victoria Street Abbotsford VIC 3067,$400 per week,"[-37.810679, 145.0086455]","['1 Bed', '1 Bath', '− Parking']",Joseph McCurry,"Friday, 30th September 2022",Apartment / Unit / Flat,"['0.5 km away', '0.9 km away', '0.9 km away']"
215/145 Queensberry Street Carlton VIC 3053,$530 weekly,"[-37.80491809999999, 144.9639338]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.6 km away', '1.1 km away']"
703/500 Flinders Street Melbourne VIC 3000,$220,"[-37.8200193, 144.9578273]","['1 Bed', '1 Bath', '− Parking']",Peter Blair,Available Now,Apartment / Unit / Flat,['2.6 km away']
2/99 Neerim Road Glen Huntly VIC 3163,$290 per week,"[-37.8869036, 145.0407895]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.3 km away', '0.9 km away', '4.8 km away']"
4/162 Lygon Street Brunswick East VIC 3057,$440 per week,"[-37.7731749, 144.9716384]","['1 Bed', '1 Bath', '− Parking']",Nathan Roylance,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.3 km away', '1.7 km away']"
250 Spencer Street Melbourne VIC 3000,$520,"[-37.8144943, 144.9522702]","['1 Bed', '1 Bath', '− Parking']","This spacious luxury high floor one bedroom plus study apartment is located at ""WEST SIDE PLACE"", home of the iconic international luxury brand Ritz-Carlton, situated close to every major convenience including Southern Cross station, restaurants, cafes and abundance of lifestyle opportunities.","Saturday, 15th October 2022",Apartment / Unit / Flat,['2 km away']
2/40 Milleara Road Keilor East VIC 3033,$299,"[-37.7322493, 144.865494]","['1 Bed', '1 Bath', '1 Parking']","This bungalow has one bedroom, open plan living - kitchen / dining / loungeroom, one bathroom with toilet, kitchen with stainless steel appliances and floorboards throughout. ",Available Now,House,"['0.6 km away', '1.3 km away', '4.7 km away']"
504A/6 Clinch Avenue Preston VIC 3072,$370,"[-37.7371853, 145.0012554]","['1 Bed', '1 Bath', '1 Parking']","This fantastic one bedroom apartments, ticks all the boxes. Positioned in the heart of one of the inner north's hottest suburbs, there is no need to own a car, with all amenities and services at your doorstep. Walk to Preston train station, Preston market, Woolworths supermarket, High Street shops, restaurants and cafes.","Friday, 30th September 2022",Apartment / Unit / Flat,"['0.5 km away', '0.6 km away', '2.5 km away']"
3008/1 Freshwater Place Southbank VIC 3006,$1022pw - Stay 1 mth+,"[-37.8219262, 144.962153]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 7th November 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
2411/1 Freshwater Place Southbank VIC 3006,$980pw - Stay 1 mth+,"[-37.8219262, 144.962153]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 31st October 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
1305/1 Freshwater Place Southbank VIC 3006,$1036pw - Stay 1 mth+,"[-37.8219262, 144.962153]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 27th December 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
3/204 The Boulevard Ivanhoe VIC 3079,$310.00,"[-37.7768517, 145.0542257]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 20th October 2022",Apartment / Unit / Flat,"['0.5 km away', '2.1 km away', '6.1 km away']"
607/253 Bridge Road Richmond VIC 3121,$420,"[-37.8183625, 144.9979542]","['1 Bed', '1 Bath', '1 Parking']",Nigel Chee,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.4 km away', '0.6 km away']"
6/241 Nicholson Street Abbotsford VIC 3067,$340 per week,"[-37.8007502, 144.9973336]","['1 Bed', '1 Bath', '1 Parking']",Joel Spada,Available Now,Apartment / Unit / Flat,['0.7 km away']
3/43 Gillies Street Fairfield VIC 3078,$290.00,"[-37.76190709999999, 145.0201849]","['1 Bed', '1 Bath', '1 Parking']",Alicia Cannizzaro,"Friday, 14th October 2022",Apartment / Unit / Flat,"['0.7 km away', '1 km away', '2.9 km away']"
202A/2 Caulfield Boulevard Caulfield North VIC 3161,$400.00 per week,"[-37.8712631, 145.0190242]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.2 km away', '2.3 km away', '7.2 km away']"
1/16 Darling Street South Yarra VIC 3141,$410 Per Week,"[-37.8375354, 144.991928]","['1 Bed', '1 Bath', '1 Parking']",South Melbourne Leasing,"Wednesday, 26th October 2022",Apartment / Unit / Flat,"['0.7 km away', '1.6 km away', '2.4 km away']"
3414/60 Kavanagh Street Southbank VIC 3006,$470.00,"[-37.82409579999999, 144.9636789]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
2502/1 Freshwater Place Southbank VIC 3006,$520.00,"[-37.8219262, 144.962153]","['1 Bed', '1 Bath', '1 Parking']",** BOOK INSPECTION ONLINE **,Available Now,Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
107/173 Barkly Street St Kilda VIC 3182,$400 per week,"[-37.8677958, 144.9808926]","['1 Bed', '1 Bath', '− Parking']","Located a short walk from Acland Street bars, cafes, restaurants, supermarkets and trams, not to mention the beach, this chic &amp; modern apartment will not last long on the market. With communal rooftop facilities and views over St Kilda, the apartment also features:","Friday, 28th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.6 km away', '4.9 km away']"
7/162 Brighton Road Ripponlea VIC 3185,$395.00,"[-37.881787, 144.996447]","['1 Bed', '1 Bath', '1 Parking']",Ben McDonald,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.1 km away', '6.9 km away']"
6/164 Wattletree Road Malvern VIC 3144,$285 weekly,"[-37.8630362, 145.0298953]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,House,"['0.9 km away', '2.6 km away', '7.6 km away']"
9/164 Wattletree Road Malvern VIC 3144,$310 weekly,"[-37.8630362, 145.0298953]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,House,"['0.9 km away', '2.6 km away', '7.6 km away']"
9/4 Ruskin Street Elwood VIC 3184,$355 per week,"[-37.8741179, 144.9817515]","['1 Bed', '1 Bath', '1 Parking']","The lifestyle you've always wanted is now within your reach with this beautiful 1950's apartment.
This freshly painted apartment is comfortably sized with living room to breakfast bar in the kitchen, high ceilings, floorboards and full-height cupboards in the bedroom. The newly renovated bathroom features modern look tiles with shower over bath and brand new blinds throughout.
Extra featured","Thursday, 3rd November 2022",Apartment / Unit / Flat,"['0.8 km away', '0.9 km away', '5.4 km away']"
7/6 Ripon Grove Elsternwick VIC 3185,$340.00,"[-37.881868, 144.9980825]","['1 Bed', '1 Bath', '1 Parking']",Bo Natoli,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.9 km away', '1.2 km away', '7 km away']"
1/24 Straw Street Brunswick West VIC 3055,$255.00 per week,"[-37.7615667, 144.949332]","['1 Bed', '1 Bath', '1 Parking']",This one bedroom unit is a perfect start at an affordable price.,"Monday, 3rd October 2022",Apartment / Unit / Flat,"['0.3 km away', '1.2 km away']"
404/6 Victoria Street St Kilda VIC 3182,$570 pw,"[-37.8640774, 144.9735127]","['1 Bed', '1 Bath', '1 Parking']","Located on St Kilda's famous Upper Esplanade, this one bedroom plus study area. With a light, bright and sunny northerly aspect, this will certainly minimize your spend on power ! The apartment includes dishwasher, gas cooktop and electric oven, an island bench with a beautiful view to enjoy while preparing dinner ! The living room is of an angular design with floor to ceiling windows and an",Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.2 km away', '4.1 km away']"
1/42 Nicholson Street South Yarra VIC 3141,$420.00,"[-37.8428912, 144.988356]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",Apartment / Unit / Flat,"['0.3 km away', '1 km away', '3.1 km away']"
407/626 Heidelberg Road Alphington VIC 3078,$380.00,"[-37.78275989999999, 145.0264182]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 1st October 2022",Apartment / Unit / Flat,"['0.5 km away', '2.9 km away', '4 km away']"
1/62 Simpson St East Melbourne VIC 3002,$395 Per Week,"[-37.8106659, 144.9891076]","['1 Bed', '1 Bath', '− Parking']",Precinct Leasing,"Tuesday, 4th October 2022",Apartment / Unit / Flat,"['0.7 km away', '0.9 km away', '7.8 km away']"
307/19-21 Hanover Street Oakleigh VIC 3166,$330 per week,"[-37.9010428, 145.091833]","['1 Bed', '1 Bath', '− Parking']",***Rent will increase to $370 per week / $1608 pcm in February 2023.***,"Thursday, 29th September 2022",Apartment / Unit / Flat,"['0.8 km away', '2.4 km away', '3.9 km away']"
101/96 Curzon Street North Melbourne VIC 3051,$320,"[-37.8017282, 144.9485326]","['1 Bed', '1 Bath', '− Parking']",Adam Caruso,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.8 km away']"
5/12A Toward Street Murrumbeena VIC 3163,$295 weekly,"[-37.8927183, 145.0699689]","['1 Bed', '1 Bath', '1 Parking']",Steven Tsimiklis,"Thursday, 13th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2.9 km away', '3.8 km away']"
5/12 Aberdeen Street Reservoir VIC 3073,$325 Per Week,"[-37.7029816, 145.0196607]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.3 km away', '1.7 km away']"
7/164 Ryrie Street Geelong VIC 3220,$400,"[-38.1496217, 144.3599438]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['0.6 km away', '0.8 km away', '1.3 km away']"
1910/22 Dorcas Street Southbank VIC 3006,$430 per week,"[-37.8301483, 144.9696742]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Sunday, 9th October 2022",Apartment / Unit / Flat,"['1.3 km away', '2.5 km away', '3.1 km away']"
512/9 Dryburgh Street West Melbourne VIC 3003,$390,"[-37.806619, 144.9424148]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.2 km away', '1.6 km away']"
10/303-305 Huntingdale Road Chadstone VIC 3148,$395,"[-37.8764615, 145.1098812]","['1 Bed', '1 Bath', '1 Parking']",Jason Gu,Available Now,Apartment / Unit / Flat,"['1.3 km away', '1.5 km away', '11.6 km away']"
1/150 Grange Road Alphington VIC 3078,$320.00,"[-37.770872, 145.026753]","['1 Bed', '1 Bath', '1 Parking']",Alicia Cannizzaro,"Tuesday, 8th November 2022",Apartment / Unit / Flat,"['1 km away', '1.6 km away', '3.6 km away']"
4/30 Mitford Street St Kilda VIC 3182,$395.00,"[-37.8727381, 144.9823946]","['1 Bed', '1 Bath', '− Parking']",Vivian Hughes,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1 km away', '5.3 km away']"
205B/36 Collins Street Essendon VIC 3040,$360 weekly,"[-37.7442165, 144.9078969]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 21st October 2022",Apartment / Unit / Flat,"['0.5 km away', '1 km away', '7.4 km away']"
14/3 Holmes Street Brunswick East VIC 3057,$265 per week,"[-37.761468, 144.9737946]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 31st January 2023",Apartment / Unit / Flat,"['0.6 km away', '1.2 km away', '1.9 km away']"
311/7 Nepean Highway Elsternwick VIC 3185,$420.00,"[-37.8841948, 144.998552]","['1 Bed', '1 Bath', '1 Parking']",Kathryn  Ambesi,"Tuesday, 11th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.3 km away', '7.3 km away']"
1308/318 Russell Street Melbourne VIC 3000,$560 per week,"[-37.8091709, 144.966801]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.7 km away']"
14/116 Albert Street Brunswick VIC 3056,$395.00,"[-37.770049, 144.9714663]","['1 Bed', '1 Bath', '1 Parking']",Kathryn  Ambesi,Available Now,Apartment / Unit / Flat,"['0.9 km away', '1.3 km away', '1.6 km away']"
7/55 Heller Street Brunswick West VIC 3055,$310,"[-37.7747623, 144.9472243]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.6 km away', '0.9 km away']"
3/46 Purnell Road Corio VIC 3214,$280 p.w.,"[-38.0744099, 144.3630499]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",Apartment / Unit / Flat,"['0.9 km away', '4.9 km away', '8.3 km away']"
6/4 Holloway Street Ormond VIC 3204,$305 per week,"[-37.9019465, 145.045354]","['1 Bed', '1 Bath', '1 Parking']",Carnegie Leasing,Available Now,Apartment / Unit / Flat,"['0.9 km away', '1.9 km away', '3.1 km away']"
209/97 Palmerston Crescent South Melbourne VIC 3205,$400 per week,"[-37.8361345, 144.9675248]","['1 Bed', '1 Bath', '− Parking']",Joseph McCurry,"Wednesday, 19th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2 km away', '2.3 km away']"
9/32 Fitzroy Street St Kilda VIC 3182,$300 per week,"[-37.8604989, 144.9753173]","['1 Bed', '1 Bath', '− Parking']","This elevated older style one bedroom apartment is in excellent condition throughout with polished floor boards. Features a spacious living room with gas heating, open kitchen, large master bedroom, central bathroom with laundry facilities, security gate. 
Enjoy a great location close to cafes, shops, the beach and transport.",Available Now,Apartment / Unit / Flat,"['0.4 km away', '3 km away', '3.9 km away']"
104/15-17 Livingstone Street Ivanhoe VIC 3079,$430.00,"[-37.7674171, 145.0410598]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",Apartment / Unit / Flat,"['0.2 km away', '1.8 km away', '4.7 km away']"
