name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
119-121 Palmerston Street Carlton VIC 3053,$2600 per week,"[-37.7965569, 144.9711271]","['4 Beds', '3 Baths', '1 Parking']","Please note that in accordance with the government directive, any person wishing to inspect our rental properties must be fully vaccinated. Please register your interest online and receive automatic updates of inspection times when they become available.",Available Now,House,"['0.2 km away', '1.4 km away']"
231/299 Queen Street Melbourne VIC 3000,"$2,600.00","[-37.8114187, 144.9587916]","['4 Beds', '4 Baths', '3 Parking']","Grand one of a kind luxury four bedroom apartment spanning 320 sqm internally plus 25 sqm externally with own private lift foyer. Comprising an expansive open plan living area offering flexible alternatives, excellent kitchen, large laundry, four bedrooms (two of which have ensuites) or three bedrooms and a large fully fitted study, central bathroom and separate powder room. Features security","Friday, 7th October 2022",Apartment / Unit / Flat,['1.6 km away']
15 Webster Street Malvern East VIC 3145,"$120,000 plus gst and plus outgoings pa.","[-37.887544, 145.087289]","['18 Beds', '5 Baths', '− Parking']","This 18 room property is ideally located near Chadstone Shopping Centre, buses and has easy access to Monash Freeway. Potential usage for long term accommodation(stca) offering 4 bathrooms, huge stainless steel kitchen, disabled facilities, multiple parking spaces off street. Call now to inspect 95444611 or go to our website to arrange an inspection time. www. darraszervas.com.au",Available Now,House,"['0.8 km away', '3 km away', '4.9 km away']"
5401/464 Collins Street Melbourne VIC 3000,$2500 Per Week,"[-37.8175602, 144.9585916]","['3 Beds', '3 Baths', '2 Parking']",Darren McMullin,Available Now,Apartment / Unit / Flat,['2.3 km away']
3 Stonecutters Road Portsea VIC 3944,"$2,500 pw","[-38.334205, 144.725559]","['4 Beds', '2 Baths', '4 Parking', '3,000m² ']","This beautifully presented Portsea holiday home is practically perfect and fully equipped with a swimming pool, private tennis court and a beautifully maintained garden. It consists of 4 bedrooms, 2 bathrooms with an en-suite off the master bedroom plus powder room.
two living areas decked out with large screen TV's, DVD's and quality furniture. The as new kitchen comes with all you could desire","Wednesday, 1st February 2023",House,"['1.6 km away', '14.6 km away']"
Richmond VIC 3121,$2500,"[-37.8270184, 144.9997611]","['4 Beds', '2 Baths', '− Parking', '529m² ']","Phone enquiry code for this property : 0363
Available NOW onwards
$2500/week",Available Now,House,"['0.3 km away', '1.1 km away', '1.1 km away']"
62 william street St Albans VIC 3021,"$2,500/MONTH","[-37.737358, 144.815952]","['2 Beds', '1 Bath', '− Parking']",ListedAS - SPACIOUS HOUSE FOR FAMILY BUSINESS,Available Now,House,"['0.9 km away', '1.2 km away', '2.1 km away']"
3203/14-16 The Esplanade St Kilda VIC 3182,"$2,500","[-37.8650177, 144.9746821]","['3 Beds', '2 Baths', '2 Parking']","Inspired by the interplay of timeless design and beach ambiance, Melbourne joins the ranks of Miami, Santa Monica, Saint-Tropez and Cannes with Saint Moritz Beachfront Residences. 
The brand-new development by GURNER reaches a level of architectural detail, amenity and service level that is the first of its kind on the global stage. Saint Moritz is a lush resort-style oasis of three private",Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.1 km away', '4.3 km away']"
46 Leviens Road St Leonards VIC 3223,"$2500 pw High, $1600 pw Low, $380 pn","[-38.1792023, 144.7079338]","['4 Beds', '2 Baths', '2 Parking']","Overlooking a grassy reserve on the verge of the SeaChange Estate in St Leonards and within walking distance to the boat ramp and town centre, this well appointed two-storey townhouse provides a tranquil and convenient setting for your next Bellarine escape.",Available Now,Townhouse,"['1 km away', '13.3 km away']"
21 Mathoura Road Toorak VIC 3142,"$2,500.00 Per Week","[-37.8472801, 145.0067771]","['3 Beds', '3 Baths', '1 Parking']","As featured in Belle Magazine, this absolutely beautiful solid brick Edwardian residence's meticulously renovated dimensions with architecture by Megowan and interiors by David Hicks, provides unparalleled single level luxury in an exclusive location between Hawksburn and Toorak Villages.
The commitment to elite quality is displayed throughout by the lavish use of Calacatta and Tundra marble",Available Now,House,"['0.4 km away', '1.4 km away', '2.8 km away']"
21 Iona Avenue Toorak VIC 3142,"$2,500.00","[-37.8486962, 145.0161183]","['4 Beds', '2 Baths', '2 Parking']","Superbly positioned in one of Toorak's premier tree-lined streets, surrounded by prestigious family homes and walking distance to Beatty Ave cafes, Hawksburn and Toorak Villages, Malvern Road trams, Toorak Station, Orrong Park and some of Melbourne's finest schools including Loreto, Lauriston and St Catherine's, this impressive 1930's family home showcases abundant period features, substantial",Available Now,House,"['0.4 km away', '2.8 km away', '6.7 km away']"
6 Bonleigh Avenue Brighton VIC 3186,"$2,400.00","[-37.8947772, 144.9872007]","['5 Beds', '4 Baths', '4 Parking']",Luxurious 5 bedroom contemporary home situated in the heart of Brighton's golden mile. Downstairs accommodation comprises secure entrance leading to separate study and large formal living with gas fireplace and separate formal dining which includes a baby grand piano. Huge modern open plan kitchen with double upright Ilve stainless steel fridge and gas cooking opening to adjoining family room,"Tuesday, 4th October 2022",House,"['1 km away', '1.4 km away', '7.5 km away']"
27 Grandview Road Brighton VIC 3186,"$2,400.00","[-37.9016247, 145.0047756]","['5 Beds', '3 Baths', '4 Parking']",You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,Available Now,House,"['1 km away', '2.4 km away', '5.8 km away']"
2310/105 Clarendon St Southbank VIC 3006,"$2,390","[-37.8271243, 144.9581274]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 21st October 2022",Apartment / Unit / Flat,"['0.5 km away', '1.8 km away', '3.9 km away']"
136 Richardson Street Albert Park VIC 3206,$2500.00 per week,"[-37.845378, 144.9534616]","['5 Beds', '2 Baths', '1 Parking']",Maree Naylor,"Friday, 2nd December 2022",House,"['0.4 km away', '0.5 km away', '1.4 km away']"
1/2 SHANDFORD Avenue Brighton VIC 3186,"$2,350.00","[-37.9013936, 144.9849778]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['1.5 km away', '2.2 km away', '7.3 km away']"
133 North Road Brighton VIC 3186,"$2,300 per week","[-37.8988631, 145.0019562]","['4 Beds', '2 Baths', '3 Parking']","A remarkable blend of charming period characteristics and contemporary design and uncompromising finishes, this spectacular four-bedroom two-story home offers ample space for the whole family in a sought-after bayside locale. Sitting amongst lush established gardens and behind secure automated gates, a paved driveway leads to a portico entry with stained glass doors, stunning Oak flooring that","Saturday, 8th October 2022",House,"['0.9 km away', '2.4 km away', '6.1 km away']"
4a Fetherston Street Armadale VIC 3143,"$2,200.00","[-37.85662, 145.018182]","['3 Beds', '2 Baths', '2 Parking']",You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,Available Now,House,"['0.5 km away', '3 km away', '7.1 km away']"
350 Beach Road Black Rock VIC 3193,$2050week,"[-37.9819398, 145.0203803]","['4 Beds', '3 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.2 km away', '1.3 km away', '3 km away']"
6 Weatherly Grove Brighton VIC 3186,$2200 Per Week,"[-37.9168372, 145.0026019]","['5 Beds', '2 Baths', '2 Parking']",Tamara Uzelac,"Monday, 17th October 2022",House,"['0.6 km away', '1.5 km away', '5.3 km away']"
12 The Heights Sorrento VIC 3943,"$2,200 pw","[-38.32832519999999, 144.7353897]","['4 Beds', '3 Baths', '− Parking']","Commanding a prime position abutting the Sorrento Golf Course with panoramic views over the 18th green, this stunning, sun-drenched family home encompasses the laid-back ambience of a quintessential Peninsula lifestyle. Sit back and enjoy the whisper-quiet surroundings, stroll to Point King and Shelley beaches, easily walk to the array of cafes, boutiques and restaurants in Sorrento Village or",Available Now,House,"['1.6 km away', '14 km away']"
241/299 Queen Street Melbourne VIC 3000,"$2,250","[-37.8114751, 144.9586205]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['1.6 km away']
4 Cowper Street Sandringham VIC 3191,"$2,150.00","[-37.95440749999999, 145.0067771]","['4 Beds', '2 Baths', '2 Parking']",Treat yourself to an inspection of this premium four-bedroom plus study plus retreat Sandringham home.,Available Now,House,"['0.8 km away', '1.5 km away', '5.8 km away']"
8 Champion Street Brighton VIC 3186,"$2,100.00","[-37.927999, 145.0033766]","['5 Beds', '3 Baths', '4 Parking']","Situated in a blue chip location close to Were Street Village and Hampton Street shops, this large 4/5 bedroom plus study family home is superb.
Through the double front doors a formal tiled entrance hall leads to enormous living and dining rooms. There is a downstairs bedroom with built in robes ideal for guests or live in help, a large study, a downstairs bathroom/powder room and a magnificent",Available Now,House,"['0.6 km away', '1.6 km away', '5.2 km away']"
2a Omar Street Caulfield South VIC 3162,"$2,100.00","[-37.8903662, 145.0205525]","['4 Beds', '4 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '1.6 km away', '5.4 km away']"
130 Newquay Promenade Docklands VIC 3008,$2100 per weekly,"[-37.8161925, 144.9377421]","['3 Beds', '3 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 30th November 2022",Townhouse,['2.7 km away']
22 Campbell Street Frankston VIC 3199,From $2100 per week,"[-38.1444939, 145.1433389]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '1.3 km away', '1.7 km away']"
99 Grange Road Toorak VIC 3142,$2100.00 Per Week,"[-37.8330181, 145.0118565]","['5 Beds', '3 Baths', '2 Parking']","Expanding over 3 levels surrounded by splendid and mature gardens, this house features an entrance foyer leading to the elegant living room with OFP, an expansive kitchen, meals area, separate lounge and dining room with venetian doors to the large balcony/entertaining area overlooking the pool oasis. Downstairs rumpus/home theatre lounge with bar, separate bathroom and laundry all opening out to","Saturday, 8th October 2022",House,"['1.1 km away', '1.2 km away', '1.9 km away']"
4/19 Birdwood Avenue Brighton VIC 3186,"$2,000.00","[-37.8942781, 144.9867852]","['3 Beds', '3 Baths', '3 Parking']",You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,Available Now,Apartment / Unit / Flat,"['1 km away', '1.4 km away', '7.5 km away']"
25 Collins Street Brighton VIC 3186,"$2,000.00","[-37.9099749, 145.0003207]","['4 Beds', '3 Baths', '4 Parking']",Elizabeth Lopez,"Wednesday, 12th October 2022",House,"['0.3 km away', '2 km away', '5.7 km away']"
2 Winmarleigh Close Brighton VIC 3186,"$2,000.00","[-37.9245614, 144.9889585]","['4 Beds', '3 Baths', '2 Parking']","This spacious &amp; substantial two storey home is beautifully presented. From the wide formal entrance hall leads a separate study, a formal lounge room and a formal dining room. There is a powder room with separate toilet passage A well-appointed kitchen features a double Gaggeneau range, walk in pantry, plenty of cupboard space, marble bench tops and a study nook. A spacious laundry with abundant",Available Now,House,"['0.7 km away', '2.7 km away', '6.4 km away']"
8 St Finbars Crescent Brighton East VIC 3187,"$1,995.00","[-37.9169, 145.0147997]","['5 Beds', '2 Baths', '2 Parking']","8 St Finbars Crescent, Brighton East",Available Now,House,"['0.5 km away', '1.2 km away', '4.3 km away']"
120 Glen Huntly Road Elwood VIC 3184,"$2,000 pw","[-37.8831984, 144.9894319]","['4 Beds', '4 Baths', '2 Parking']",Boasting an incredibly balanced yet diverse floorplan this 3-level luxury Elwood residence is exceptional.,Available Now,House,"['0.2 km away', '0.5 km away', '8 km away']"
163 Victoria Parade Fitzroy VIC 3065,"$2,000.00","[-37.808286, 144.9804809]","['7 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1 km away', '1.1 km away', '7.5 km away']"
3803/483 Swanston Street Melbourne VIC 3000,"$2,000","[-37.8073886, 144.962087]","['3 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.9 km away', '1.3 km away']"
1302/368 St Kilda Road Melbourne VIC 3004,$2000 Per Week,"[-37.8318086, 144.9710272]","['3 Beds', '2 Baths', '2 Parking']",Darren McMullin,"Tuesday, 1st November 2022",Apartment / Unit / Flat,"['1.2 km away', '2.6 km away', '2.8 km away']"
36 Janoli Street Mickleham VIC 3064,"$2,000","[-37.53829899999999, 144.8933915]",[]," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",$2000,House,"['1.7 km away', '3.1 km away']"
12/786 Esplanade Mornington VIC 3931,Contact Agent,"[-38.2165108, 145.0357942]","['3 Beds', '3 Baths', '2 Parking']","Effortlessly conquering the divide between classic and modern, 'Parkvue's' palette of warm wooden textures and cool white hues gives the interiors a character that is at once bold enough to achieve distinction and neutral enough to invite the personal flourishes of each individual occupant. 
This stunning three bedroom plus study resdidence is on three levels and is unique to Park Vue. Features",Available Now,Townhouse,"['0.8 km away', '2 km away', '14.3 km away']"
8 Canadian Bay Road Mount Eliza VIC 3930,$2000 per week,"[-38.1737559, 145.0814604]","['4 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.6 km away', '2.1 km away', '7.7 km away']"
